"","dt","LandAverageTemperature","LandAverageTemperatureUncertainty","LandMaxTemperature","LandMaxTemperatureUncertainty","LandMinTemperature","LandMinTemperatureUncertainty","LandAndOceanAverageTemperature","LandAndOceanAverageTemperatureUncertainty","Country"
"336","1777-12-01",3.067,2.725,NA,NA,NA,NA,NA,NA,"Global"
"337","1778-01-01",2.521,3.544,NA,NA,NA,NA,NA,NA,"Global"
"338","1778-02-01",6.094,3.569,NA,NA,NA,NA,NA,NA,"Global"
"339","1778-03-01",4.604,4.151,NA,NA,NA,NA,NA,NA,"Global"
"340","1778-04-01",10.984,1.69,NA,NA,NA,NA,NA,NA,"Global"
"341","1778-05-01",11.286,1.673,NA,NA,NA,NA,NA,NA,"Global"
"342","1778-06-01",11.731,3.975,NA,NA,NA,NA,NA,NA,"Global"
"343","1778-07-01",15.037,2.216,NA,NA,NA,NA,NA,NA,"Global"
"344","1778-08-01",12.869,2.658,NA,NA,NA,NA,NA,NA,"Global"
"345","1778-09-01",13.377,2.35,NA,NA,NA,NA,NA,NA,"Global"
"346","1778-10-01",8.049,3.608,NA,NA,NA,NA,NA,NA,"Global"
"347","1778-11-01",3.854,2.675,NA,NA,NA,NA,NA,NA,"Global"
"348","1778-12-01",2.101,2.361,NA,NA,NA,NA,NA,NA,"Global"
"349","1779-01-01",1.47,2.802,NA,NA,NA,NA,NA,NA,"Global"
"350","1779-02-01",5.14,4.959,NA,NA,NA,NA,NA,NA,"Global"
"351","1779-03-01",6.967,3.017,NA,NA,NA,NA,NA,NA,"Global"
"352","1779-04-01",9.965,3.086,NA,NA,NA,NA,NA,NA,"Global"
"353","1779-05-01",14.18,1.863,NA,NA,NA,NA,NA,NA,"Global"
"354","1779-06-01",12.547,2.14,NA,NA,NA,NA,NA,NA,"Global"
"355","1779-07-01",13.659,1.858,NA,NA,NA,NA,NA,NA,"Global"
"356","1779-08-01",13.799,1.478,NA,NA,NA,NA,NA,NA,"Global"
"357","1779-09-01",12.683,1.809,NA,NA,NA,NA,NA,NA,"Global"
"358","1779-10-01",9.35,1.544,NA,NA,NA,NA,NA,NA,"Global"
"359","1779-11-01",5.77,2.258,NA,NA,NA,NA,NA,NA,"Global"
"360","1779-12-01",2.269,3.256,NA,NA,NA,NA,NA,NA,"Global"
"361","1780-01-01",2.515,3.438,NA,NA,NA,NA,NA,NA,"Global"
"362","1780-02-01",4.08,3.179,NA,NA,NA,NA,NA,NA,"Global"
"363","1780-03-01",5.724,2.381,NA,NA,NA,NA,NA,NA,"Global"
"364","1780-04-01",13.732,3.058,NA,NA,NA,NA,NA,NA,"Global"
"365","1780-05-01",15.757,1.419,NA,NA,NA,NA,NA,NA,"Global"
"366","1780-06-01",14.747,2.981,NA,NA,NA,NA,NA,NA,"Global"
"367","1780-07-01",16.183,1.3,NA,NA,NA,NA,NA,NA,"Global"
"368","1780-08-01",12.947,3.131,NA,NA,NA,NA,NA,NA,"Global"
"369","1780-09-01",8.844,2.104,NA,NA,NA,NA,NA,NA,"Global"
"370","1780-10-01",9.376,1.873,NA,NA,NA,NA,NA,NA,"Global"
"371","1780-11-01",6.706,2.596,NA,NA,NA,NA,NA,NA,"Global"
"372","1780-12-01",2.584,3.558,NA,NA,NA,NA,NA,NA,"Global"
"373","1781-01-01",2.401,4.948,NA,NA,NA,NA,NA,NA,"Global"
"374","1781-02-01",2.267,3.581,NA,NA,NA,NA,NA,NA,"Global"
"375","1781-03-01",4.772,2.443,NA,NA,NA,NA,NA,NA,"Global"
"376","1781-04-01",6.923,2.076,NA,NA,NA,NA,NA,NA,"Global"
"377","1781-05-01",11.102,1.838,NA,NA,NA,NA,NA,NA,"Global"
"378","1781-06-01",11.678,1.385,NA,NA,NA,NA,NA,NA,"Global"
"379","1781-07-01",14.285,1.696,NA,NA,NA,NA,NA,NA,"Global"
"380","1781-08-01",14.141,1.004,NA,NA,NA,NA,NA,NA,"Global"
"381","1781-09-01",10.304,3.69,NA,NA,NA,NA,NA,NA,"Global"
"382","1781-10-01",8.547,1.282,NA,NA,NA,NA,NA,NA,"Global"
"383","1781-11-01",7.523,1.676,NA,NA,NA,NA,NA,NA,"Global"
"384","1781-12-01",3.288,4.427,NA,NA,NA,NA,NA,NA,"Global"
"385","1782-01-01",0.341,3.547,NA,NA,NA,NA,NA,NA,"Global"
"386","1782-02-01",0.639,4.862,NA,NA,NA,NA,NA,NA,"Global"
"387","1782-03-01",2.565,2.221,NA,NA,NA,NA,NA,NA,"Global"
"388","1782-04-01",8.618,2.154,NA,NA,NA,NA,NA,NA,"Global"
"389","1782-05-01",10.99,1.474,NA,NA,NA,NA,NA,NA,"Global"
"390","1782-06-01",13.801,1.517,NA,NA,NA,NA,NA,NA,"Global"
"391","1782-07-01",13.925,2.96,NA,NA,NA,NA,NA,NA,"Global"
"392","1782-08-01",15.683,2.487,NA,NA,NA,NA,NA,NA,"Global"
"393","1782-09-01",12.398,1.728,NA,NA,NA,NA,NA,NA,"Global"
"394","1782-10-01",8.978,1.826,NA,NA,NA,NA,NA,NA,"Global"
"395","1782-11-01",4.956,2.473,NA,NA,NA,NA,NA,NA,"Global"
"396","1782-12-01",1.921,3.358,NA,NA,NA,NA,NA,NA,"Global"
"397","1783-01-01",-1.431,5.293,NA,NA,NA,NA,NA,NA,"Global"
"398","1783-02-01",5.294,3.683,NA,NA,NA,NA,NA,NA,"Global"
"399","1783-03-01",4.799,2.597,NA,NA,NA,NA,NA,NA,"Global"
"400","1783-04-01",8.574,1.564,NA,NA,NA,NA,NA,NA,"Global"
"401","1783-05-01",11.819,2.906,NA,NA,NA,NA,NA,NA,"Global"
"402","1783-06-01",14.34,1.541,NA,NA,NA,NA,NA,NA,"Global"
"403","1783-07-01",13.069,1.343,NA,NA,NA,NA,NA,NA,"Global"
"404","1783-08-01",13.971,1.613,NA,NA,NA,NA,NA,NA,"Global"
"405","1783-09-01",9.958,1.439,NA,NA,NA,NA,NA,NA,"Global"
"406","1783-10-01",7.357,2.621,NA,NA,NA,NA,NA,NA,"Global"
"407","1783-11-01",2.196,2.2,NA,NA,NA,NA,NA,NA,"Global"
"408","1783-12-01",2.224,3.133,NA,NA,NA,NA,NA,NA,"Global"
"409","1784-01-01",2.596,3.347,NA,NA,NA,NA,NA,NA,"Global"
"410","1784-02-01",0.989,2.842,NA,NA,NA,NA,NA,NA,"Global"
"411","1784-03-01",3.919,3.258,NA,NA,NA,NA,NA,NA,"Global"
"412","1784-04-01",8.142,1.272,NA,NA,NA,NA,NA,NA,"Global"
"413","1784-05-01",10.013,1.538,NA,NA,NA,NA,NA,NA,"Global"
"414","1784-06-01",12.803,1.8,NA,NA,NA,NA,NA,NA,"Global"
"415","1784-07-01",14.947,1.803,NA,NA,NA,NA,NA,NA,"Global"
"416","1784-08-01",15.861,2.595,NA,NA,NA,NA,NA,NA,"Global"
"417","1784-09-01",10.266,1.068,NA,NA,NA,NA,NA,NA,"Global"
"418","1784-10-01",6.836,1.68,NA,NA,NA,NA,NA,NA,"Global"
"419","1784-11-01",4.557,2.522,NA,NA,NA,NA,NA,NA,"Global"
"420","1784-12-01",3.415,3.343,NA,NA,NA,NA,NA,NA,"Global"
"421","1785-01-01",0.865,2.754,NA,NA,NA,NA,NA,NA,"Global"
"422","1785-02-01",1.045,2.408,NA,NA,NA,NA,NA,NA,"Global"
"423","1785-03-01",2.289,4.215,NA,NA,NA,NA,NA,NA,"Global"
"424","1785-04-01",6.379,1.45,NA,NA,NA,NA,NA,NA,"Global"
"425","1785-05-01",9.853,2.088,NA,NA,NA,NA,NA,NA,"Global"
"426","1785-06-01",13.744,2.653,NA,NA,NA,NA,NA,NA,"Global"
"427","1785-07-01",14.468,2.215,NA,NA,NA,NA,NA,NA,"Global"
"428","1785-08-01",14.466,2.046,NA,NA,NA,NA,NA,NA,"Global"
"429","1785-09-01",10.497,1.143,NA,NA,NA,NA,NA,NA,"Global"
"430","1785-10-01",7.351,1.732,NA,NA,NA,NA,NA,NA,"Global"
"431","1785-11-01",5.526,2.261,NA,NA,NA,NA,NA,NA,"Global"
"432","1785-12-01",1.873,1.909,NA,NA,NA,NA,NA,NA,"Global"
"433","1786-01-01",0.763,2.436,NA,NA,NA,NA,NA,NA,"Global"
"434","1786-02-01",2.657,2.463,NA,NA,NA,NA,NA,NA,"Global"
"435","1786-03-01",5.648,2.27,NA,NA,NA,NA,NA,NA,"Global"
"436","1786-04-01",9.318,3.079,NA,NA,NA,NA,NA,NA,"Global"
"437","1786-05-01",11.583,2.387,NA,NA,NA,NA,NA,NA,"Global"
"438","1786-06-01",13.035,1.295,NA,NA,NA,NA,NA,NA,"Global"
"439","1786-07-01",15.294,2.311,NA,NA,NA,NA,NA,NA,"Global"
"440","1786-08-01",14.455,3.35,NA,NA,NA,NA,NA,NA,"Global"
"441","1786-09-01",12.158,2.933,NA,NA,NA,NA,NA,NA,"Global"
"442","1786-10-01",7.712,1.438,NA,NA,NA,NA,NA,NA,"Global"
"443","1786-11-01",5.741,3.837,NA,NA,NA,NA,NA,NA,"Global"
"444","1786-12-01",0.734,2.506,NA,NA,NA,NA,NA,NA,"Global"
"445","1787-01-01",2.845,3.176,NA,NA,NA,NA,NA,NA,"Global"
"446","1787-02-01",2.563,2.842,NA,NA,NA,NA,NA,NA,"Global"
"447","1787-03-01",4.698,3.126,NA,NA,NA,NA,NA,NA,"Global"
"448","1787-04-01",7.772,1.522,NA,NA,NA,NA,NA,NA,"Global"
"449","1787-05-01",11.403,1.364,NA,NA,NA,NA,NA,NA,"Global"
"450","1787-06-01",14.369,2.099,NA,NA,NA,NA,NA,NA,"Global"
"451","1787-07-01",13.451,2.425,NA,NA,NA,NA,NA,NA,"Global"
"452","1787-08-01",13.555,1.437,NA,NA,NA,NA,NA,NA,"Global"
"453","1787-09-01",10.357,1.563,NA,NA,NA,NA,NA,NA,"Global"
"454","1787-10-01",7.772,3.312,NA,NA,NA,NA,NA,NA,"Global"
"455","1787-11-01",5.801,2.844,NA,NA,NA,NA,NA,NA,"Global"
"456","1787-12-01",1.796,2.631,NA,NA,NA,NA,NA,NA,"Global"
"457","1788-01-01",0.735,2.993,NA,NA,NA,NA,NA,NA,"Global"
"458","1788-02-01",3.581,4.039,NA,NA,NA,NA,NA,NA,"Global"
"459","1788-03-01",5.336,3.057,NA,NA,NA,NA,NA,NA,"Global"
"460","1788-04-01",8.714,2.657,NA,NA,NA,NA,NA,NA,"Global"
"461","1788-05-01",10.428,1.336,NA,NA,NA,NA,NA,NA,"Global"
"462","1788-06-01",13.808,1.262,NA,NA,NA,NA,NA,NA,"Global"
"463","1788-07-01",16.468,2.916,NA,NA,NA,NA,NA,NA,"Global"
"464","1788-08-01",13.885,1.532,NA,NA,NA,NA,NA,NA,"Global"
"465","1788-09-01",11.699,1.261,NA,NA,NA,NA,NA,NA,"Global"
"466","1788-10-01",9.349,2.132,NA,NA,NA,NA,NA,NA,"Global"
"467","1788-11-01",6.111,1.682,NA,NA,NA,NA,NA,NA,"Global"
"468","1788-12-01",1.252,5.827,NA,NA,NA,NA,NA,NA,"Global"
"469","1789-01-01",3.706,4.039,NA,NA,NA,NA,NA,NA,"Global"
"470","1789-02-01",1.675,2.576,NA,NA,NA,NA,NA,NA,"Global"
"471","1789-03-01",3.989,1.595,NA,NA,NA,NA,NA,NA,"Global"
"472","1789-04-01",7.694,1.507,NA,NA,NA,NA,NA,NA,"Global"
"473","1789-05-01",11.666,2.228,NA,NA,NA,NA,NA,NA,"Global"
"474","1789-06-01",13.507,1.042,NA,NA,NA,NA,NA,NA,"Global"
"475","1789-07-01",15.462,1.922,NA,NA,NA,NA,NA,NA,"Global"
"476","1789-08-01",13.84,1.298,NA,NA,NA,NA,NA,NA,"Global"
"477","1789-09-01",12.018,1.189,NA,NA,NA,NA,NA,NA,"Global"
"478","1789-10-01",7.39,1.836,NA,NA,NA,NA,NA,NA,"Global"
"479","1789-11-01",5.964,1.586,NA,NA,NA,NA,NA,NA,"Global"
"480","1789-12-01",3.099,1.606,NA,NA,NA,NA,NA,NA,"Global"
"481","1790-01-01",2.444,1.94,NA,NA,NA,NA,NA,NA,"Global"
"482","1790-02-01",2.973,2.598,NA,NA,NA,NA,NA,NA,"Global"
"483","1790-03-01",4.582,1.914,NA,NA,NA,NA,NA,NA,"Global"
"484","1790-04-01",6.053,2.314,NA,NA,NA,NA,NA,NA,"Global"
"485","1790-05-01",10.357,1.057,NA,NA,NA,NA,NA,NA,"Global"
"486","1790-06-01",13.746,1.226,NA,NA,NA,NA,NA,NA,"Global"
"487","1790-07-01",13.812,1.657,NA,NA,NA,NA,NA,NA,"Global"
"488","1790-08-01",13.925,1.269,NA,NA,NA,NA,NA,NA,"Global"
"489","1790-09-01",11.233,1.524,NA,NA,NA,NA,NA,NA,"Global"
"490","1790-10-01",8.577,1.297,NA,NA,NA,NA,NA,NA,"Global"
"491","1790-11-01",5.331,1.565,NA,NA,NA,NA,NA,NA,"Global"
"492","1790-12-01",2.755,2.899,NA,NA,NA,NA,NA,NA,"Global"
"493","1791-01-01",1.493,5.035,NA,NA,NA,NA,NA,NA,"Global"
"494","1791-02-01",3.466,2.44,NA,NA,NA,NA,NA,NA,"Global"
"495","1791-03-01",4.79,2.249,NA,NA,NA,NA,NA,NA,"Global"
"496","1791-04-01",9.127,1.617,NA,NA,NA,NA,NA,NA,"Global"
"497","1791-05-01",9.859,1.256,NA,NA,NA,NA,NA,NA,"Global"
"498","1791-06-01",13.231,1.314,NA,NA,NA,NA,NA,NA,"Global"
"499","1791-07-01",13.612,1.059,NA,NA,NA,NA,NA,NA,"Global"
"500","1791-08-01",13.744,0.807,NA,NA,NA,NA,NA,NA,"Global"
"501","1791-09-01",11.677,1.248,NA,NA,NA,NA,NA,NA,"Global"
"502","1791-10-01",8.08,1.019,NA,NA,NA,NA,NA,NA,"Global"
"503","1791-11-01",6.206,1.793,NA,NA,NA,NA,NA,NA,"Global"
"504","1791-12-01",3.526,1.568,NA,NA,NA,NA,NA,NA,"Global"
"505","1792-01-01",0.348,2.516,NA,NA,NA,NA,NA,NA,"Global"
"506","1792-02-01",3.62,2.434,NA,NA,NA,NA,NA,NA,"Global"
"507","1792-03-01",4.429,1.692,NA,NA,NA,NA,NA,NA,"Global"
"508","1792-04-01",7.994,1.368,NA,NA,NA,NA,NA,NA,"Global"
"509","1792-05-01",11.321,1.101,NA,NA,NA,NA,NA,NA,"Global"
"510","1792-06-01",13.581,1.406,NA,NA,NA,NA,NA,NA,"Global"
"511","1792-07-01",14.212,1.362,NA,NA,NA,NA,NA,NA,"Global"
"512","1792-08-01",12.281,1.395,NA,NA,NA,NA,NA,NA,"Global"
"513","1792-09-01",12.491,1.072,NA,NA,NA,NA,NA,NA,"Global"
"514","1792-10-01",8.097,1.39,NA,NA,NA,NA,NA,NA,"Global"
"515","1792-11-01",5.306,2.145,NA,NA,NA,NA,NA,NA,"Global"
"516","1792-12-01",3.388,2.524,NA,NA,NA,NA,NA,NA,"Global"
"517","1793-01-01",0.521,2.674,NA,NA,NA,NA,NA,NA,"Global"
"518","1793-02-01",4.745,2.624,NA,NA,NA,NA,NA,NA,"Global"
"519","1793-03-01",5.042,2.145,NA,NA,NA,NA,NA,NA,"Global"
"520","1793-04-01",8.643,1.904,NA,NA,NA,NA,NA,NA,"Global"
"521","1793-05-01",11.059,1.544,NA,NA,NA,NA,NA,NA,"Global"
"522","1793-06-01",13.146,1.91,NA,NA,NA,NA,NA,NA,"Global"
"523","1793-07-01",14.336,2.864,NA,NA,NA,NA,NA,NA,"Global"
"524","1793-08-01",13.16,1.746,NA,NA,NA,NA,NA,NA,"Global"
"525","1793-09-01",12.002,2.325,NA,NA,NA,NA,NA,NA,"Global"
"526","1793-10-01",8.393,1.661,NA,NA,NA,NA,NA,NA,"Global"
"527","1793-11-01",5.666,3.635,NA,NA,NA,NA,NA,NA,"Global"
"528","1793-12-01",2.037,2.261,NA,NA,NA,NA,NA,NA,"Global"
"529","1794-01-01",3.71,3.869,NA,NA,NA,NA,NA,NA,"Global"
"530","1794-02-01",3.605,5.138,NA,NA,NA,NA,NA,NA,"Global"
"531","1794-03-01",5.696,1.805,NA,NA,NA,NA,NA,NA,"Global"
"532","1794-04-01",9.367,1.219,NA,NA,NA,NA,NA,NA,"Global"
"533","1794-05-01",12.376,1.063,NA,NA,NA,NA,NA,NA,"Global"
"534","1794-06-01",11.994,1.159,NA,NA,NA,NA,NA,NA,"Global"
"535","1794-07-01",12.874,1.283,NA,NA,NA,NA,NA,NA,"Global"
"536","1794-08-01",13.484,0.989,NA,NA,NA,NA,NA,NA,"Global"
"537","1794-09-01",11.896,1.57,NA,NA,NA,NA,NA,NA,"Global"
"538","1794-10-01",9.108,1.29,NA,NA,NA,NA,NA,NA,"Global"
"539","1794-11-01",5.284,2.087,NA,NA,NA,NA,NA,NA,"Global"
"540","1794-12-01",2.918,2.276,NA,NA,NA,NA,NA,NA,"Global"
"541","1795-01-01",2.731,2.506,NA,NA,NA,NA,NA,NA,"Global"
"542","1795-02-01",4.39,3.336,NA,NA,NA,NA,NA,NA,"Global"
"543","1795-03-01",5.709,1.959,NA,NA,NA,NA,NA,NA,"Global"
"544","1795-04-01",8.918,1.88,NA,NA,NA,NA,NA,NA,"Global"
"545","1795-05-01",11.029,2.444,NA,NA,NA,NA,NA,NA,"Global"
"546","1795-06-01",13.293,0.987,NA,NA,NA,NA,NA,NA,"Global"
"547","1795-07-01",14.295,2.165,NA,NA,NA,NA,NA,NA,"Global"
"548","1795-08-01",13.14,1.135,NA,NA,NA,NA,NA,NA,"Global"
"549","1795-09-01",11.133,1.397,NA,NA,NA,NA,NA,NA,"Global"
"550","1795-10-01",7.786,2.202,NA,NA,NA,NA,NA,NA,"Global"
"551","1795-11-01",5.207,2.269,NA,NA,NA,NA,NA,NA,"Global"
"552","1795-12-01",2.573,2.24,NA,NA,NA,NA,NA,NA,"Global"
"553","1796-01-01",2.844,2.096,NA,NA,NA,NA,NA,NA,"Global"
"554","1796-02-01",2.736,2.019,NA,NA,NA,NA,NA,NA,"Global"
"555","1796-03-01",3.477,2.044,NA,NA,NA,NA,NA,NA,"Global"
"556","1796-04-01",7.773,1.16,NA,NA,NA,NA,NA,NA,"Global"
"557","1796-05-01",11.273,0.955,NA,NA,NA,NA,NA,NA,"Global"
"558","1796-06-01",14.216,2.923,NA,NA,NA,NA,NA,NA,"Global"
"559","1796-07-01",14.314,0.964,NA,NA,NA,NA,NA,NA,"Global"
"560","1796-08-01",14.722,2.777,NA,NA,NA,NA,NA,NA,"Global"
"561","1796-09-01",12.012,1.919,NA,NA,NA,NA,NA,NA,"Global"
"562","1796-10-01",8.924,1.283,NA,NA,NA,NA,NA,NA,"Global"
"563","1796-11-01",5.702,1.456,NA,NA,NA,NA,NA,NA,"Global"
"564","1796-12-01",1.259,3.452,NA,NA,NA,NA,NA,NA,"Global"
"565","1797-01-01",4.396,2.397,NA,NA,NA,NA,NA,NA,"Global"
"566","1797-02-01",4.957,2.564,NA,NA,NA,NA,NA,NA,"Global"
"567","1797-03-01",4.056,2.948,NA,NA,NA,NA,NA,NA,"Global"
"568","1797-04-01",6.6,3.311,NA,NA,NA,NA,NA,NA,"Global"
"569","1797-05-01",10.417,2.432,NA,NA,NA,NA,NA,NA,"Global"
"570","1797-06-01",13.852,1.014,NA,NA,NA,NA,NA,NA,"Global"
"571","1797-07-01",14.107,1.613,NA,NA,NA,NA,NA,NA,"Global"
"572","1797-08-01",14.04,1.713,NA,NA,NA,NA,NA,NA,"Global"
"573","1797-09-01",12.459,1.772,NA,NA,NA,NA,NA,NA,"Global"
"574","1797-10-01",9.191,1.332,NA,NA,NA,NA,NA,NA,"Global"
"575","1797-11-01",4.777,1.727,NA,NA,NA,NA,NA,NA,"Global"
"576","1797-12-01",3.275,1.725,NA,NA,NA,NA,NA,NA,"Global"
"577","1798-01-01",2.679,1.967,NA,NA,NA,NA,NA,NA,"Global"
"578","1798-02-01",3.213,2.034,NA,NA,NA,NA,NA,NA,"Global"
"579","1798-03-01",7.008,2.537,NA,NA,NA,NA,NA,NA,"Global"
"580","1798-04-01",8.083,1.85,NA,NA,NA,NA,NA,NA,"Global"
"581","1798-05-01",11.769,2.029,NA,NA,NA,NA,NA,NA,"Global"
"582","1798-06-01",13.246,0.793,NA,NA,NA,NA,NA,NA,"Global"
"583","1798-07-01",14.951,1.281,NA,NA,NA,NA,NA,NA,"Global"
"584","1798-08-01",14.754,2.047,NA,NA,NA,NA,NA,NA,"Global"
"585","1798-09-01",11.627,1.687,NA,NA,NA,NA,NA,NA,"Global"
"586","1798-10-01",8.655,1.024,NA,NA,NA,NA,NA,NA,"Global"
"587","1798-11-01",6.031,2.629,NA,NA,NA,NA,NA,NA,"Global"
"588","1798-12-01",2.027,2.962,NA,NA,NA,NA,NA,NA,"Global"
"589","1799-01-01",1.923,2.229,NA,NA,NA,NA,NA,NA,"Global"
"590","1799-02-01",2.078,2.891,NA,NA,NA,NA,NA,NA,"Global"
"591","1799-03-01",3.986,1.562,NA,NA,NA,NA,NA,NA,"Global"
"592","1799-04-01",8.786,2.533,NA,NA,NA,NA,NA,NA,"Global"
"593","1799-05-01",11.353,1.545,NA,NA,NA,NA,NA,NA,"Global"
"594","1799-06-01",13.68,0.873,NA,NA,NA,NA,NA,NA,"Global"
"595","1799-07-01",14.869,1.308,NA,NA,NA,NA,NA,NA,"Global"
"596","1799-08-01",14.086,1.083,NA,NA,NA,NA,NA,NA,"Global"
"597","1799-09-01",12.311,1.378,NA,NA,NA,NA,NA,NA,"Global"
"598","1799-10-01",9.606,1.369,NA,NA,NA,NA,NA,NA,"Global"
"599","1799-11-01",5.904,1.894,NA,NA,NA,NA,NA,NA,"Global"
"600","1799-12-01",3.487,2.196,NA,NA,NA,NA,NA,NA,"Global"
"601","1800-01-01",2.815,1.844,NA,NA,NA,NA,NA,NA,"Global"
"602","1800-02-01",3.634,2.6,NA,NA,NA,NA,NA,NA,"Global"
"603","1800-03-01",4.452,2.613,NA,NA,NA,NA,NA,NA,"Global"
"604","1800-04-01",9.125,2.168,NA,NA,NA,NA,NA,NA,"Global"
"605","1800-05-01",11.097,1.725,NA,NA,NA,NA,NA,NA,"Global"
"606","1800-06-01",13.606,1.169,NA,NA,NA,NA,NA,NA,"Global"
"607","1800-07-01",13.763,0.933,NA,NA,NA,NA,NA,NA,"Global"
"608","1800-08-01",13.619,1.417,NA,NA,NA,NA,NA,NA,"Global"
"609","1800-09-01",10.795,1.62,NA,NA,NA,NA,NA,NA,"Global"
"610","1800-10-01",9.469,1.643,NA,NA,NA,NA,NA,NA,"Global"
"611","1800-11-01",5.572,1.264,NA,NA,NA,NA,NA,NA,"Global"
"612","1800-12-01",3.864,1.628,NA,NA,NA,NA,NA,NA,"Global"
"613","1801-01-01",2.687,1.922,NA,NA,NA,NA,NA,NA,"Global"
"614","1801-02-01",3.149,2.045,NA,NA,NA,NA,NA,NA,"Global"
"615","1801-03-01",6.455,1.336,NA,NA,NA,NA,NA,NA,"Global"
"616","1801-04-01",7.404,1.619,NA,NA,NA,NA,NA,NA,"Global"
"617","1801-05-01",12.123,1.541,NA,NA,NA,NA,NA,NA,"Global"
"618","1801-06-01",12.536,0.877,NA,NA,NA,NA,NA,NA,"Global"
"619","1801-07-01",14.676,1.56,NA,NA,NA,NA,NA,NA,"Global"
"620","1801-08-01",13.187,1.223,NA,NA,NA,NA,NA,NA,"Global"
"621","1801-09-01",11.462,1.384,NA,NA,NA,NA,NA,NA,"Global"
"622","1801-10-01",9.099,1.267,NA,NA,NA,NA,NA,NA,"Global"
"623","1801-11-01",5.72,1.681,NA,NA,NA,NA,NA,NA,"Global"
"624","1801-12-01",4.578,2.525,NA,NA,NA,NA,NA,NA,"Global"
"625","1802-01-01",3.74,1.905,NA,NA,NA,NA,NA,NA,"Global"
"626","1802-02-01",2.828,2.053,NA,NA,NA,NA,NA,NA,"Global"
"627","1802-03-01",5.201,2.706,NA,NA,NA,NA,NA,NA,"Global"
"628","1802-04-01",7.623,1.464,NA,NA,NA,NA,NA,NA,"Global"
"629","1802-05-01",10.457,1.82,NA,NA,NA,NA,NA,NA,"Global"
"630","1802-06-01",14.471,1.253,NA,NA,NA,NA,NA,NA,"Global"
"631","1802-07-01",14.628,1.155,NA,NA,NA,NA,NA,NA,"Global"
"632","1802-08-01",14.039,1.586,NA,NA,NA,NA,NA,NA,"Global"
"633","1802-09-01",11.788,2.141,NA,NA,NA,NA,NA,NA,"Global"
"634","1802-10-01",9.747,1.612,NA,NA,NA,NA,NA,NA,"Global"
"635","1802-11-01",5.535,2.146,NA,NA,NA,NA,NA,NA,"Global"
"636","1802-12-01",2.881,2.347,NA,NA,NA,NA,NA,NA,"Global"
"637","1803-01-01",0.602,2.026,NA,NA,NA,NA,NA,NA,"Global"
"638","1803-02-01",1.443,2.887,NA,NA,NA,NA,NA,NA,"Global"
"639","1803-03-01",4.875,2.061,NA,NA,NA,NA,NA,NA,"Global"
"640","1803-04-01",9.291,1.914,NA,NA,NA,NA,NA,NA,"Global"
"641","1803-05-01",11.795,0.898,NA,NA,NA,NA,NA,NA,"Global"
"642","1803-06-01",13.821,0.766,NA,NA,NA,NA,NA,NA,"Global"
"643","1803-07-01",15.106,0.944,NA,NA,NA,NA,NA,NA,"Global"
"644","1803-08-01",15.366,1.252,NA,NA,NA,NA,NA,NA,"Global"
"645","1803-09-01",12.33,1.259,NA,NA,NA,NA,NA,NA,"Global"
"646","1803-10-01",9.119,1.479,NA,NA,NA,NA,NA,NA,"Global"
"647","1803-11-01",5.961,1.843,NA,NA,NA,NA,NA,NA,"Global"
"648","1803-12-01",2.327,2.269,NA,NA,NA,NA,NA,NA,"Global"
"649","1804-01-01",2.445,2.683,NA,NA,NA,NA,NA,NA,"Global"
"650","1804-02-01",1.939,2.293,NA,NA,NA,NA,NA,NA,"Global"
"651","1804-03-01",4.425,2.186,NA,NA,NA,NA,NA,NA,"Global"
"652","1804-04-01",10.057,1.117,NA,NA,NA,NA,NA,NA,"Global"
"653","1804-05-01",12.107,1.274,NA,NA,NA,NA,NA,NA,"Global"
"654","1804-06-01",13.774,1.58,NA,NA,NA,NA,NA,NA,"Global"
"655","1804-07-01",15.774,1.318,NA,NA,NA,NA,NA,NA,"Global"
"656","1804-08-01",14.511,1.08,NA,NA,NA,NA,NA,NA,"Global"
"657","1804-09-01",12.468,2.644,NA,NA,NA,NA,NA,NA,"Global"
"658","1804-10-01",9.282,1.231,NA,NA,NA,NA,NA,NA,"Global"
"659","1804-11-01",7.132,2.099,NA,NA,NA,NA,NA,NA,"Global"
"660","1804-12-01",2.224,2.597,NA,NA,NA,NA,NA,NA,"Global"
"661","1805-01-01",2.822,2.512,NA,NA,NA,NA,NA,NA,"Global"
"662","1805-02-01",2.557,2.455,NA,NA,NA,NA,NA,NA,"Global"
"663","1805-03-01",5.76,1.498,NA,NA,NA,NA,NA,NA,"Global"
"664","1805-04-01",8.123,1.291,NA,NA,NA,NA,NA,NA,"Global"
"665","1805-05-01",11.104,1.216,NA,NA,NA,NA,NA,NA,"Global"
"666","1805-06-01",14.027,1.368,NA,NA,NA,NA,NA,NA,"Global"
"667","1805-07-01",14.702,1.151,NA,NA,NA,NA,NA,NA,"Global"
"668","1805-08-01",15.27,1.021,NA,NA,NA,NA,NA,NA,"Global"
"669","1805-09-01",12.039,1.831,NA,NA,NA,NA,NA,NA,"Global"
"670","1805-10-01",7.636,1.603,NA,NA,NA,NA,NA,NA,"Global"
"671","1805-11-01",4.555,2.399,NA,NA,NA,NA,NA,NA,"Global"
"672","1805-12-01",4.158,1.922,NA,NA,NA,NA,NA,NA,"Global"
"673","1806-01-01",2.917,2.167,NA,NA,NA,NA,NA,NA,"Global"
